N,P,K,temperature,humidity,ph,rainfall,label,soil_moisture,soil_type,sunlight_exposure,wind_speed,co2_concentration,organic_matter,irrigation_frequency,crop_density,pest_pressure,fertilizer_usage,growth_stage,urban_area_proximity,water_source_type,frost_risk,water_usage_efficiency
1.051046559303581,-0.16954122999714297,0.43016638186558825,-0.9355869259076098,0.4053342206747275,6.502985292,1.5725692505121427,rice,1.6046321826095704,1,8.67735526697563,10.109875244575116,435.611225664072,3.121394502259622,4,11.743910096203432,57.60730813596583,188.19495775411988,1,2.7196142681382094,2,95.6499853668432,1.1932932982959272
0.9605171464117843,0.32841222316384433,0.3664766257474293,-0.7596460261263331,0.3009931240918015,7.038096361,1.8159655819358513,rice,-1.260306861518917,2,5.754287955222303,12.048049798316915,401.45185974634256,2.142020928535281,4,16.797101236780506,74.73687900741903,70.96362942364794,1,4.714427327225068,1,77.26569365523096,1.7526716815799783
0.4537369584147561,0.24215604570300525,0.460528583975323,-0.5158981414813986,0.4253260990841678,7.840207144,2.160912367265207,rice,1.5904496343832675,1,9.875230096038331,9.05134891346406,357.4179627074981,1.4749737247687815,1,12.654394579097698,1.034478009144435,191.97607728111197,1,30.43173647520732,1,18.192167864978813,3.035541019903109
0.7498836219544619,-0.4244575724464109,0.3330352485822767,0.1728070378828599,0.29112395932482416,6.980400905,1.9709498101344813,rice,1.0455668731070498,2,8.023684684293785,7.963606057288741,363.6943055002588,8.393907171864402,1,10.864360184826303,24.09188793478396,55.76138848397649,3,10.861071276483274,2,82.81872017326596,1.2733406458545562
0.8284456004449545,-0.16954122999714297,0.39883395312869657,-1.08364706156879,0.38044648977754714,7.628472891,2.150026571959998,rice,1.3957676050793981,1,8.12051188272924,19.264133422858432,410.35645777701023,5.202285434682235,3,13.852910054226465,38.811481435085696,185.25970154082896,2,47.19077674711596,2,25.466498927055326,2.578671084995216
0.6481543324244621,-0.34867283247981684,0.39883395312869657,-0.505312751519144,0.4919178896174098,7.073453503,2.0461840057366745,rice,0.5976323574642504,2,10.873767569219408,2.728812124554161,428.7284296936261,5.958483178119839,5,13.478474458070083,82.07341331570409,135.92906584189868,3,42.15873477813557,2,43.42633430045652,1.7536156668614868
0.6481543324244621,0.24215604570300525,0.26263835467279656,-0.5742913207054149,0.44544610365367665,5.70080568,2.224357485660063,rice,-0.8317264429602248,1,8.726839860577611,4.715023586814744,398.3170075705707,7.389915833434773,1,13.487610448270203,48.81462557502119,121.1736596015814,1,1.592171825417832,2,50.01897066431516,3.171514124476316
1.1213966937669297,0.1830325194544496,0.3330352485822767,-1.0544982310358721,0.4615900480441114,5.718627178,1.9626565151656497,rice,0.11812933402853473,2,10.719887142177978,6.627556793662457,379.8472815222341,1.2420726896565475,4,8.63078182173721,80.12783103951577,195.7361604567481,1,14.415279885864967,0,18.08996232939174,3.1795385786845385
1.0331777987602297,0.21276255619940346,0.26263835467279656,-0.21735150114280835,0.5024824635916707,6.685346424,1.8529772380380327,rice,1.1203067317289839,1,11.600185637716663,7.309391590701411,446.3333843786954,8.821774607066256,2,11.260104812933562,89.87019212181914,73.44697633488323,3,48.13877175140959,2,98.37740877207062,1.5309800787118886
0.6273032250094553,0.32841222316384433,0.26263835467279656,-0.47253804719810333,0.47043421828774984,6.336253525,1.761923725523671,rice,0.7281028602225885,2,6.413153902771772,15.395845984336622,377.3990151601595,4.24170639150573,1,11.88543252673378,26.5442576049046,72.79170148098056,1,45.647152908162894,1,63.33575198203821,4.586856058247635
1.068800891341978,0.1830325194544496,0.3330352485822767,0.17994542468201027,0.3687760075126195,5.386167788,2.166576336588879,rice,0.053131310482929364,1,6.43288482293385,18.241282308646483,397.4717144170916,7.686282485746422,3,19.80376704152053,43.0149813897197,88.35389727182411,1,25.44276360101112,2,0.8030068386047917,1.4760491681677208
1.051046559303581,-0.035426226367698294,0.39883395312869657,-0.3234034789212394,0.37083443679875433,7.50283396,2.0373605592456805,rice,-0.8194850050500518,1,8.554866438403772,3.5335211917178566,387.838957847824,3.312374645893745,2,6.024622352933802,65.42929939559889,162.39579093341422,1,36.39975138070278,1,79.21176901091427,4.956311495518364
0.8284456004449545,0.32841222316384433,0.460528583975323,0.23398110570686714,0.33588095989000943,5.108681786,2.334081591547332,rice,-0.7690930838586877,0,5.962473079366161,7.89643882264818,359.04279531520604,6.142806338720238,6,7.755604910749735,44.776936686283655,196.08297109004903,3,7.030797616012851,2,26.72412345028374,1.5690463286676493
1.103974074446642,0.27122270713224683,0.18706020569046963,-0.31629368021281684,0.40873066961063953,6.98435366,1.3763476414881193,rice,-0.3537544349017313,2,10.509164776834664,4.249812524263021,439.9141828695301,3.208669383951548,2,7.552875738109826,80.6212931315953,83.06454514117044,1,40.4247179730376,1,12.45162810967173,1.0297367847931582
1.1213966937669297,0.09171860254970922,0.22553741021778098,0.009798961318188814,0.3221313862526998,6.94801983,1.6429936663376492,rice,-0.07058641496230274,1,7.613462956316367,3.9259507614610967,431.6839322952465,1.1538330760013102,4,13.520434354100503,91.7188882485618,78.3083947509769,2,10.157776806077878,1,30.71243535709793,4.410523115565436
0.4537369584147561,0.028958754885556194,0.29844570415261246,-0.2635306620553619,0.2998055232265486,7.042299069,1.859179533988655,rice,0.5513647395822754,0,10.168697865057386,13.214305576708757,386.14283047459605,8.705518065479506,3,14.312229905712677,13.358098388005168,117.26676065919187,3,43.476465497635566,0,50.39889549176869,1.3745635802528169
0.9605171464117843,-0.3117151872751085,0.3664766257474293,-0.7958614107694351,0.45488177210134867,6.249050656,2.2694594111720163,rice,-1.3575617718324908,0,10.748001538790213,18.99798488965525,435.4804751841295,8.55056918740796,1,15.303243639522,31.42938168793934,182.0508467996191,3,14.486082459985944,1,38.68300438556499,1.1359236150294585
